raceId,driverId,position,q1
246,77,7,1:19.051
246,57,8,1:19.238
246,84,9,1:19.384
246,65,10,1:19.555
246,56,11,1:19.845
246,49,12,1:20.309
246,87,13,1:20.527
246,63,14,1:20.796
246,96,15,1:20.943
246,81,16,1:21.076
246,69,17,1:21.323
246,89,18,1:21.894
246,79,19,1:21.930
246,94,20,1:22.104
246,85,21,1:23.466
246,92,22,1:23.647
246,64,23,1:24.184
246,90,24,1:24.865
247,71,1,1:28.124
247,30,2,1:28.397
247,14,3,1:28.947
247,77,4,1:29.657
247,65,5,1:29.867
247,55,6,1:29.874
247,56,7,1:30.083
247,57,8,1:30.140
247,22,9,1:30.354
247,87,10,1:30.453
247,84,11,1:30.946
247,49,12,1:31.602
247,44,13,1:31.842
247,79,14,1:32.087
247,94,15,1:32.259
247,96,16,1:33.166
247,97,17,1:34.154
247,69,18,1:34.556
247,89,19,1:35.323
247,64,20,1:36.023
247,92,21,1:36.076
247,90,22,1:36.651
247,63,23,1:48.639
247,85,24,1:52.398
248,71,1,1:44.385
248,30,2,1:44.465
248,14,3,1:44.540
248,77,4,1:45.553
248,22,5,1:45.765
248,56,6,1:45.846
248,57,7,1:45.849
248,87,8,1:46.221
248,65,9,1:46.315
248,55,10,1:46.356
248,49,11,1:46.801
248,44,12,1:47.372
248,63,13,1:47.507
248,96,14,1:47.636
248,97,15,1:48.093
248,69,16,1:49.302
248,79,17,1:49.402
248,88,18,1:49.716
248,89,19,1:49.892
248,94,20,1:49.990
248,64,21,1:52.961
248,90,22,1:53.405
248,85,23,1:53.492
248,86,24,1:54.625
249,71,1,1:16.982
249,14,2,1:17.366
249,30,3,1:17.558
249,77,4,1:18.059
249,57,5,1:18.363
249,55,6,1:18.968
249,56,7,1:19.499
249,84,8,1:19.748
249,65,9,1:20.072
249,44,10,1:20.160
249,49,11,1:20.413
249,69,12,1:20.543
249,87,13,1:20.640
249,22,14,1:20.902
249,83,15,1:21.156
249,63,16,1:21.624
249,79,17,1:21.702
249,89,18,1:22.081
249,96,19,1:22.161
249,97,20,1:23.275
249,90,21,1:24.351
249,85,22,1:24.371
249,64,23,1:24.695
249,86,24,1:26.570
250,77,1,1:54.392
250,55,2,1:54.631
250,57,3,1:55.435
250,65,4,1:56.085
250,14,5,1:56.254
250,87,6,1:56.622
250,56,7,1:57.001
250,71,8,1:57.768
250,44,9,1:58.021
250,49,10,1:58.148
250,63,11,1:58.224
250,22,12,1:58.293
250,84,13,1:58.314
250,96,14,1:58.356
250,79,15,1:58.551
250,30,16,1:59.079
250,83,17,1:59.256
250,89,18,2:00.990
250,69,19,2:01.013
250,97,20,2:01.685
250,85,21,2:02.405
250,90,22,2:03.817
250,86,23,2:06.407
250,64,24,2:09.537
251,14,1,1:24.462
251,30,2,1:25.026
251,77,3,1:25.353
251,71,4,1:25.699
251,55,5,1:25.707
251,22,6,1:25.919
251,57,7,1:25.920
251,65,8,1:26.433
251,87,9,1:26.472
251,49,10,1:26.541
251,84,11,1:27.067
251,56,12,1:27.271
251,44,13,1:27.384
251,96,14,1:28.741
251,97,15,1:28.870
251,63,16,1:29.028
251,79,17,1:29.287
251,69,18,1:29.559
251,83,19,1:29.936
251,89,20,1:30.515
251,85,21,1:30.721
251,90,22,1:30.834
251,64,23,1:32.102
251,86,24,1:32.470
252,14,1,1:20.537
252,71,2,1:20.905
252,30,3,1:21.301
252,77,4,1:21.970
252,49,5,1:22.226
252,65,6,1:22.322
252,55,7,1:22.391
252,22,8,1:22.538
252,84,9,1:22.588
252,56,10,1:22.831
252,44,11,1:22.904
252,87,12,1:22.914
252,57,13,1:23.064
252,96,14,1:23.934
252,63,15,1:23.936
252,79,16,1:24.287
252,83,17,1:24.657
252,69,18,1:24.778
252,89,19,1:24.883
252,97,20,1:25.179
252,85,21,1:26.172
252,64,22,1:27.292
252,90,23,1:27.523
252,98,24,1:32.769
253,14,1,1:18.738
253,71,2,1:18.972
253,30,3,1:19.150
253,77,4,1:19.821
253,56,5,1:20.488
253,55,6,1:20.510
253,65,7,1:20.653
253,49,8,1:20.749
253,57,9,1:20.866
253,87,10,1:20.909
253,22,11,1:21.211
253,84,12,1:21.541
253,96,13,1:22.059
253,44,14,1:22.062
253,63,15,1:23.058
253,83,16,1:23.328
253,97,17,1:23.689
253,69,18,1:23.760
253,99,19,1:24.286
253,85,20,1:24.696
253,89,21,1:24.900
253,64,22,1:25.157
253,90,23,1:26.098
253,98,24,1:27.853
254,14,1,1:14.013
254,71,2,1:14.213
254,30,3,1:14.284
254,55,4,1:14.919
254,77,5,1:14.974
254,56,6,1:15.354
254,65,7,1:15.556
254,49,8,1:15.561
254,44,9,1:15.621
254,87,10,1:15.652
254,22,11,1:15.774
254,76,12,1:16.339
254,88,13,1:16.519
254,83,14,1:16.596
254,96,15,1:16.646
254,69,16,1:16.887
254,79,17,1:17.014
254,63,18,1:17.213
254,81,19,1:18.114
254,89,20,1:18.212
254,64,21,1:19.579
254,90,22,1:19.745
254,85,23,1:20.093
254,92,24,1:21.405
255,30,1,1:38.023
255,55,2,1:38.888
255,57,3,1:38.954
255,71,4,1:39.032
255,77,5,1:39.040
255,14,6,1:39.155
255,56,7,1:39.621
255,49,8,1:40.010
255,65,9,1:40.349
255,22,10,1:40.381
255,44,11,1:40.838
255,63,12,1:41.355
255,88,13,1:41.592
255,79,14,1:41.977
255,81,15,1:42.059
255,91,16,1:42.912
255,83,17,1:43.102
255,69,18,1:43.542
255,89,19,1:44.074
255,85,20,1:46.097
255,64,21,1:46.654
255,90,22,1:48.267
255,92,23,1:48.289
255,87,24,16:42.640
256,71,1,\N
256,14,2,\N
256,30,3,\N
256,77,4,\N
256,55,5,\N
256,49,6,\N
256,22,7,\N
256,65,8,\N
256,56,9,\N
256,87,10,\N
256,84,11,\N
256,44,12,\N
256,81,13,\N
256,63,14,\N
256,69,15,\N
256,79,16,\N
256,83,17,\N
256,91,18,\N
256,89,19,\N
256,90,20,\N
256,64,21,\N
256,85,22,\N
256,92,23,\N
256,57,24,\N
257,102,1,1:15.962
257,30,2,1:16.290
257,55,3,1:17.385
257,71,4,1:17.554
257,49,5,1:17.806
257,81,6,1:17.866
257,91,7,1:17.927
257,57,8,1:18.122
257,50,9,1:18.183
257,79,10,1:18.194
257,104,11,1:18.204
257,87,12,1:18.246
257,100,13,1:18.321
257,22,14,1:18.414
257,94,15,1:18.659
257,56,16,1:18.751
257,77,17,1:18.855
257,84,18,1:18.864
257,44,19,1:19.304
257,103,20,1:19.398
257,65,21,1:19.483
257,105,22,1:19.517
257,106,23,1:19.524
257,83,24,1:19.975
257,92,25,1:20.729
257,101,26,1:21.186
258,102,1,1:10.218
258,30,2,1:10.440
258,71,3,1:10.771
258,57,4,1:11.683
258,77,5,1:11.744
258,84,6,1:12.351
258,78,7,1:12.372
258,22,8,1:12.409
258,104,9,1:12.444
258,50,10,1:12.554
258,49,11,1:12.686
258,87,12,1:12.751
258,81,13,1:12.866
258,79,14,1:13.013
258,105,15,1:13.016
258,100,16,1:13.111
258,94,17,1:13.529
258,103,18,1:13.613
258,91,19,1:13.855
258,88,20,1:13.932
258,106,21,1:14.101
258,44,22,1:14.106
258,65,23,1:14.424
258,83,24,1:14.657
258,101,25,1:14.748
258,107,26,1:16.536
259,102,1,1:21.548
259,30,2,1:21.885
259,77,3,1:22.113
259,71,4,1:22.168
259,109,5,1:22.717
259,78,6,1:22.841
259,49,7,1:23.119
259,57,8,1:23.140
259,79,9,1:23.322
259,91,10,1:23.347
259,81,11,1:23.663
259,87,12,1:23.703
259,84,13,1:23.858
259,94,14,1:24.078
259,105,15,1:24.276
259,104,16,1:24.472
259,103,17,1:24.678
259,100,18,1:24.852
259,44,19,1:24.996
259,65,20,1:25.114
259,110,21,1:25.234
259,83,22,1:25.295
259,106,23,1:25.991
259,101,24,1:26.817
259,92,25,1:27.143
259,107,26,1:27.584
259,108,27,1:27.881
259,22,28,\N
261,30,1,1:21.908
261,71,2,1:22.559
261,57,3,1:22.660
261,109,4,1:22.983
261,22,5,1:23.594
261,55,6,1:23.700
261,77,7,1:23.715
261,84,8,1:23.763
261,14,9,1:23.782
261,79,10,1:23.969
261,87,11,1:23.981
261,49,12,1:24.254
261,56,13,1:24.930
261,105,14,1:24.996
261,81,15,1:25.018
261,100,16,1:25.050
261,106,17,1:25.161
261,94,18,1:25.247
261,44,19,1:25.577
261,103,20,1:25.766
261,104,21,1:26.084
261,65,22,1:26.397
261,70,23,1:27.685
261,101,24,1:28.151
261,92,25,1:28.873
261,108,26,1:30.657
262,30,1,1:26.178
262,55,2,1:26.277
262,77,3,1:27.059
262,71,4,1:27.094
262,14,5,1:27.211
262,22,6,1:27.554
262,57,7,1:27.616
262,56,8,1:27.780
262,79,9,1:27.827
262,49,10,1:27.977
262,81,11,1:27.989
262,84,12,1:28.197
262,87,13,1:28.579
262,110,14,1:28.694
262,94,15,1:28.847
262,104,16,1:28.882
262,65,17,1:28.889
262,105,18,1:28.903
262,44,19,1:28.950
262,109,20,1:28.993
262,100,21,1:29.039
262,106,22,1:29.403
262,70,23,1:30.160
262,103,24,1:30.493
262,101,25,1:31.632
262,92,26,1:32.838
263,71,1,1:16.282
263,95,2,1:16.359
263,30,3,1:16.707
263,55,4,1:16.954
263,77,5,1:16.959
263,56,6,1:17.441
263,22,7,1:17.482
263,50,8,1:17.645
263,57,9,1:17.768
263,49,10,1:17.830
263,110,11,1:17.866
263,84,12,1:18.031
263,44,13,1:18.044
263,79,14,1:18.192
263,103,15,1:18.236
263,94,16,1:18.248
263,87,17,1:18.381
263,104,18,1:18.568
263,65,19,1:18.715
263,100,20,1:18.811
263,105,21,1:18.890
263,81,22,1:18.936
263,70,23,1:19.066
263,101,24,1:19.771
263,106,25,1:19.863
263,111,26,1:21.829
264,71,1,1:24.960
264,30,2,1:24.963
264,77,3,1:24.980
264,55,4,1:25.541
264,57,5,1:26.268
264,22,6,1:26.271
264,14,7,1:26.337
264,79,8,1:26.414
264,84,9,1:26.768
264,50,10,1:26.841
264,87,11,1:26.920
264,56,12,1:27.065
264,49,13,1:27.284
264,94,14,1:27.522
264,44,15,1:27.785
264,81,16,1:27.886
264,105,17,1:28.100
264,110,18,1:28.212
264,70,19,1:28.225
264,104,20,1:28.231
264,65,21,1:28.340
264,100,22,1:28.519
264,103,23,1:28.955
264,106,24,1:29.299
264,101,25,1:30.690
264,111,26,1:30.722
265,77,1,1:43.582
265,55,2,1:44.012
265,71,3,1:44.026
265,30,4,1:44.268
265,79,5,1:44.718
265,14,6,1:45.146
265,87,7,1:45.474
265,57,8,1:45.487
265,49,9,1:45.893
265,56,10,1:45.911
265,22,11,1:45.939
265,44,12,1:46.185
265,84,13,1:46.218
265,103,14,1:46.290
265,65,15,1:46.630
265,81,16,1:46.817
265,104,17,1:47.102
265,110,18,1:47.235
265,50,19,1:47.316
265,94,20,1:47.402
265,70,21,1:47.425
265,100,22,1:48.229
265,105,23,1:48.295
265,106,24,1:48.681
265,101,25,1:48.870
265,111,26,1:49.204
266,30,1,1:18.258
266,71,2,1:18.824
266,14,3,1:20.205
266,77,4,1:20.219
266,79,5,1:20.232
266,84,6,1:20.629
266,56,7,1:20.698
266,49,8,1:20.858
266,44,9,1:20.929
266,22,10,1:20.952
266,87,11,1:20.984
266,50,12,1:21.141
266,55,13,1:21.206
266,112,14,1:21.498
266,94,15,1:21.837
266,104,16,1:21.873
266,110,17,1:21.946
266,103,18,1:22.038
266,81,19,1:22.311
266,105,20,1:22.379
266,100,21,1:22.487
266,70,22,1:22.513
266,101,23,1:22.614
266,65,24,1:22.705
266,106,25,1:22.899
266,111,26,1:24.191
267,22,1,2:21.163
267,30,2,2:21.494
267,71,3,2:21.681
267,56,4,2:22.074
267,55,5,2:22.202
267,50,6,2:22.218
267,14,7,2:22.359
267,57,8,2:22.441
267,49,9,2:22.634
267,94,10,2:23.326
267,77,11,2:23.895
267,87,12,2:24.048
267,84,13,2:24.117
267,81,14,2:25.114
267,110,15,2:25.695
267,103,16,2:26.044
267,44,17,2:26.079
267,105,18,2:26.738
267,112,19,2:26.901
267,65,20,2:27.155
267,101,21,2:27.212
267,100,22,2:28.156
267,79,23,2:28.979
267,104,24,2:30.931
267,111,25,2:31.755
267,113,26,2:33.885
268,55,1,1:23.844
268,77,2,1:23.978
268,71,3,1:24.158
268,65,4,1:24.374
268,14,5,1:24.502
268,44,6,1:25.455
268,57,7,1:25.528
268,110,8,1:25.540
268,56,9,1:25.568
268,50,10,1:25.618
268,49,11,1:25.628
268,103,12,1:25.718
268,70,13,1:25.733
268,79,14,1:25.889
268,84,15,1:25.933
268,22,16,1:25.946
268,81,17,1:26.002
268,94,18,1:26.056
268,104,19,1:26.337
268,109,20,1:26.384
268,87,21,1:26.574
268,105,22,1:26.832
268,114,23,1:27.846
268,100,24,1:27.894
268,111,25,1:28.353
268,101,26,1:28.619
269,77,1,1:20.608
269,71,2,1:20.766
269,14,3,1:21.033
269,57,4,1:21.251
269,55,5,1:21.517
269,79,6,1:21.590
269,84,7,1:21.656
269,22,8,1:21.796
269,49,9,1:21.921
269,50,10,1:22.000
269,104,11,1:22.132
269,87,12,1:22.288
269,56,13,1:22.294
269,109,14,1:22.369
269,44,15,1:22.672
269,81,16,1:22.756
269,110,17,1:22.885
269,94,18,1:23.243
269,105,19,1:23.364
269,65,20,1:23.408
269,103,21,1:23.699
269,100,22,1:24.192
269,114,23,1:24.438
269,101,24,1:24.514
269,113,25,1:25.313
269,111,26,1:25.649
270,30,1,1:22.762
270,71,2,1:22.892
270,95,3,1:23.392
270,49,4,1:23.431
270,22,5,1:23.455
270,77,6,1:23.677
270,65,7,1:24.040
270,81,8,1:24.079
270,57,9,1:24.122
270,56,10,1:24.157
270,44,11,1:24.432
270,50,12,1:24.643
270,79,13,1:24.738
270,87,14,1:24.770
270,84,15,1:25.110
270,55,16,1:25.182
270,94,17,1:25.294
270,110,18,1:25.407
270,104,19,1:25.427
270,105,20,1:25.511
270,70,21,1:25.557
270,103,22,1:25.595
270,100,23,1:26.272
270,115,24,1:27.168
270,101,25,1:27.201
270,93,26,1:27.976
271,30,1,1:37.209
271,71,2,1:37.696
271,49,3,1:37.742
271,95,4,1:37.768
271,65,5,1:37.828
271,56,6,1:37.880
271,55,7,1:37.907
271,57,8,1:37.998
271,84,9,1:38.076
271,22,10,1:38.533
271,77,11,1:38.570
271,81,12,1:39.030
271,87,13,1:39.266
271,79,14,1:39.462
271,109,15,1:39.483
271,94,16,1:39.548
271,70,17,1:39.721
271,104,18,1:39.868
271,44,19,1:40.042
271,116,20,1:40.577
271,105,21,1:40.652
271,100,22,1:40.978
271,115,23,1:40.990
271,101,24,1:41.659
271,63,25,1:41.805
271,89,26,1:45.004
272,95,1,1:16.179
272,30,2,1:16.197
272,71,3,1:16.830
272,57,4,1:16.992
272,22,5,1:17.537
272,56,6,1:17.667
272,65,7,1:17.727
272,55,8,1:17.801
272,84,9,1:17.950
272,49,10,1:17.962
272,77,11,1:18.070
272,44,12,1:18.072
272,87,13,1:18.237
272,70,14,1:18.331
272,79,15,1:18.411
272,105,16,1:18.755
272,109,17,1:18.806
272,94,18,1:18.957
272,104,19,1:19.061
272,116,20,1:19.153
272,81,21,1:19.610
272,63,22,1:19.844
272,115,23,1:20.145
272,101,24,1:20.442
272,98,25,1:22.422
272,93,26,1:22.529
1,18,1,1:25.211
1,22,2,1:25.006
1,20,3,1:25.938
1,9,4,1:25.922
1,3,5,1:25.846
1,10,6,1:25.499
1,13,7,1:25.844
1,15,8,1:26.194
1,8,9,1:25.899
1,17,10,1:25.427
1,2,11,1:25.827
1,4,12,1:26.026
1,6,13,1:26.074
1,5,14,1:26.184
1,1,15,1:26.454
1,67,16,1:26.503
1,12,17,1:26.598
1,21,18,1:26.677
1,16,19,1:26.742
1,7,20,1:26.964
2,18,1,1:35.058
2,15,2,1:34.745
2,20,3,1:34.935
2,22,4,1:34.681
2,10,5,1:34.907
2,3,6,1:35.083
2,17,7,1:35.027
2,9,8,1:35.166
2,8,9,1:35.476
2,4,10,1:35.260
2,2,11,1:35.110
2,6,12,1:35.341
2,1,13,1:35.280
2,5,14,1:35.023
2,7,15,1:35.507
2,13,16,1:35.642
2,12,17,1:35.708
2,21,18,1:35.908
2,16,19,1:35.951
2,67,20,1:36.107
3,20,1,1:36.565
3,4,2,1:36.443
3,17,3,1:35.751
3,22,4,1:35.701
3,18,5,1:35.533
3,15,6,1:36.308
3,3,7,1:35.941
3,8,8,1:36.137
3,1,9,1:35.776
3,67,10,1:36.284
3,2,11,1:36.525
3,5,12,1:36.646
3,13,13,1:36.178
3,10,14,1:36.364
3,6,15,1:36.673
3,7,16,1:36.906
3,12,17,1:36.908
3,9,18,1:36.966
3,16,19,1:37.669
3,21,20,1:37.672
4,15,1,1:32.799
4,10,2,1:33.165
4,20,3,1:32.680
4,18,4,1:32.978
4,1,5,1:32.851
4,22,6,1:33.116
4,4,7,1:33.627
4,13,8,1:33.297
4,3,9,1:33.672
4,8,10,1:33.117
4,5,11,1:33.479
4,6,12,1:33.221
4,9,13,1:33.495
4,2,14,1:33.377
4,12,15,1:33.608
4,16,16,1:33.722
4,67,17,1:33.753
4,21,18,1:33.910
4,17,19,1:34.038
4,7,20,1:34.159
5,18,1,1:20.707
5,20,2,1:20.715
5,22,3,1:20.808
5,13,4,1:20.484
5,17,5,1:20.689
5,10,6,1:20.877
5,15,7,1:21.189
5,4,8,1:21.186
5,3,9,1:20.745
5,9,10,1:20.931
5,6,11,1:20.818
5,12,12,1:21.128
5,2,13,1:21.095
5,1,14,1:20.991
5,67,15,1:21.033
5,8,16,1:21.291
5,7,17,1:21.300
5,5,18,1:21.675
5,16,19,1:21.742
5,21,20,1:22.204
6,18,1,1:15.210
6,8,2,1:15.746
6,22,3,1:15.425
6,20,4,1:15.915
6,13,5,1:15.340
6,3,6,1:15.094
6,5,7,1:15.495
6,17,8,1:15.260
6,4,9,1:15.898
6,6,10,1:15.930
6,67,11,1:15.834
6,12,12,1:16.013
6,21,13,1:16.063
6,7,14,1:16.120
6,16,15,1:16.248
6,1,16,1:16.264
6,2,17,1:16.264
6,9,18,1:16.405
6,15,19,1:16.548
6,10,20,1:16.788
7,20,1,1:27.330
7,18,2,1:27.355
7,22,3,1:27.371
7,17,4,1:27.466
7,15,5,1:27.529
7,8,6,1:27.556
7,13,7,1:27.508
7,4,8,1:27.988
7,3,9,1:27.517
7,9,10,1:27.788
7,2,11,1:27.795
7,6,12,1:27.691
7,10,13,1:28.160
7,5,14,1:28.199
7,16,15,1:28.278
7,1,16,1:28.318
7,12,17,1:28.582
7,67,18,1:28.708
7,21,19,1:28.717
7,7,20,1:28.918
8,20,1,1:18.685
8,22,2,1:19.325
8,17,3,1:18.674
8,15,4,1:18.886
8,6,5,1:18.530
8,18,6,1:18.957
8,3,7,1:19.228
8,10,8,1:19.198
8,8,9,1:19.010
8,4,10,1:19.167
8,13,11,1:19.148
8,9,12,1:19.730
8,5,13,1:19.732
8,12,14,1:19.555
8,2,15,1:19.559
8,21,16,1:19.802
8,7,17,1:19.898
8,16,18,1:19.909
8,1,19,1:19.917
8,67,20,1:20.236
9,17,1,1:31.257
9,22,2,1:31.482
9,18,3,1:31.568
9,20,4,1:31.430
9,1,5,1:31.473
9,5,6,1:31.881
9,16,7,1:32.015
9,13,8,1:31.600
9,8,9,1:31.869
9,12,10,1:32.128
9,2,11,1:31.771
9,4,12,1:31.302
9,6,13,1:31.884
9,15,14,1:31.760
9,3,15,1:31.598
9,9,16,1:32.190
9,67,17,1:32.251
9,21,18,1:32.402
9,10,19,1:32.423
9,7,20,1:33.559
10,4,1,1:21.313
10,20,2,1:21.178
10,17,3,1:20.964
10,1,4,1:20.842
10,3,5,1:20.793
10,5,6,1:21.659
10,8,7,1:21.500
10,18,8,1:21.471
10,6,9,1:21.407
10,13,10,1:21.420
10,67,11,1:21.571
10,15,12,1:21.416
10,22,13,1:21.558
10,10,14,1:21.584
10,12,15,1:21.278
10,2,16,1:21.738
10,21,17,1:21.807
10,16,18,1:21.868
10,9,19,1:21.901
10,153,20,1:22.359
11,1,1,1:38.649
11,5,2,1:38.816
11,22,3,1:39.019
11,20,4,1:39.295
11,18,5,1:38.531
11,8,6,1:38.843
11,3,7,1:39.039
11,4,8,1:39.155
11,17,9,1:38.983
11,9,10,1:38.806
11,2,11,1:39.032
11,16,12,1:39.145
11,10,13,1:39.459
11,154,14,1:39.322
11,67,15,1:38.912
11,21,16,1:39.531
11,6,17,1:39.795
11,15,18,1:39.807
11,153,19,1:39.925
11,69,20,1:41.413
12,21,1,1:45.102
12,15,2,1:45.140
12,2,3,1:45.566
12,22,4,1:45.237
12,9,5,1:45.655
12,8,6,1:45.579
12,10,7,1:45.450
12,20,8,1:45.372
12,17,9,1:45.350
12,3,10,1:45.486
12,16,11,1:45.239
12,1,12,1:45.767
12,4,13,1:45.707
12,18,14,1:45.761
12,5,15,1:45.705
12,67,16,1:45.951
12,153,17,1:46.302
12,6,18,1:46.307
12,154,19,1:46.359
12,69,20,1:46.957
13,1,1,1:23.375
13,16,2,1:23.576
13,8,3,1:23.349
13,5,4,1:23.515
13,22,5,1:23.483
13,18,6,1:23.403
13,24,7,1:23.578
13,4,8,1:23.708
13,20,9,1:23.558
13,17,10,1:23.755
13,15,11,1:24.014
13,154,12,1:23.975
13,9,13,1:24.001
13,21,14,1:23.828
13,2,15,1:23.584
13,10,16,1:24.036
13,6,17,1:24.074
13,3,18,1:24.121
13,67,19,1:24.220
13,153,20,1:24.951
14,1,1,1:46.977
14,20,2,1:47.541
14,3,3,1:47.390
14,17,4,1:47.646
14,22,5,1:47.397
14,4,6,1:47.757
14,10,7,1:47.770
14,2,8,1:47.347
14,9,9,1:47.615
14,5,10,1:47.542
14,6,11,1:47.637
14,18,12,1:47.180
14,8,13,1:47.293
14,67,14,1:47.677
14,15,15,1:47.690
14,16,16,1:48.231
14,153,17,1:48.340
14,21,18,1:48.350
14,154,19,1:48.544
14,24,20,1:48.792
15,20,1,1:30.883
15,15,2,1:31.063
15,1,3,1:30.917
15,16,4,1:31.386
15,22,5,1:31.272
15,2,6,1:31.501
15,18,7,1:31.041
15,8,8,1:31.288
15,5,9,1:31.499
15,67,10,1:31.196
15,3,11,1:31.286
15,4,12,1:31.401
15,9,13,1:31.417
15,10,14,1:31.550
15,153,15,1:31.571
15,21,16,1:31.704
15,6,17,1:31.718
15,154,18,1:32.073
15,24,19,1:32.087
15,17,20,\N
16,22,1,1:24.100
16,17,2,1:24.722
16,16,3,1:24.447
16,15,4,1:24.621
16,8,5,1:23.047
16,67,6,1:24.591
16,3,7,1:22.828
16,9,8,1:23.072
16,6,9,1:23.161
16,4,10,1:24.842
16,155,11,1:24.335
16,153,12,1:24.773
16,154,13,1:24.394
16,18,14,1:24.297
16,24,15,1:24.645
16,20,16,1:25.009
16,5,17,1:25.052
16,1,18,1:25.192
16,2,19,1:25.515
16,21,20,1:40.703
17,1,1,1:39.873
17,20,2,1:40.666
17,17,3,1:40.667
17,22,4,1:40.574
17,18,5,1:40.378
17,15,6,1:40.517
17,9,7,1:40.520
17,2,8,1:40.558
17,3,9,1:40.842
17,67,10,1:40.908
17,8,11,1:41.100
17,155,12,1:41.035
17,5,13,1:40.808
17,6,14,1:41.096
17,153,15,1:41.503
17,4,16,1:41.667
17,24,17,1:41.701
17,16,18,1:41.836
17,154,19,1:41.950
17,21,20,1:42.184
337,20,1,1:55.029
337,13,2,1:55.313
337,4,3,1:54.612
337,1,4,1:55.341
337,3,5,1:55.463
337,17,6,1:55.298
337,30,7,1:55.593
337,18,8,1:55.715
337,9,9,1:55.511
337,16,10,1:55.213
337,22,11,1:55.969
337,24,12,1:55.628
337,807,13,1:56.375
337,37,14,1:56.428
337,67,15,1:56.189
337,155,16,1:56.541
337,808,17,1:56.167
337,153,18,1:57.071
337,10,19,1:59.728
337,15,20,1:59.852
337,5,21,2:00.313
337,810,22,2:00.587
337,811,23,2:03.204
337,812,24,2:04.904
338,20,1,1:24.774
338,17,2,1:25.286
338,4,3,1:25.082
338,18,4,1:24.897
338,13,5,1:25.548
338,3,6,1:24.788
338,30,7,1:25.351
338,22,8,1:25.702
338,9,9,1:25.588
338,16,10,1:25.504
338,1,11,1:25.046
338,67,12,1:26.061
338,24,13,1:26.170
338,37,14,1:26.089
338,807,15,1:25.866
338,155,16,1:26.251
338,153,17,1:26.095
338,808,18,1:26.471
338,5,19,1:28.797
338,15,20,1:29.111
338,10,21,1:29.592
338,810,22,1:30.185
338,811,23,1:30.526
338,812,24,1:30.613
339,17,1,1:51.886
339,3,2,1:52.560
339,20,3,1:47.632
339,16,4,1:49.479
339,807,5,1:49.664
339,9,6,1:46.283
339,22,7,1:50.301
339,30,8,1:52.239
339,155,9,1:48.467
339,24,10,1:49.922
339,808,11,1:47.952
339,37,12,1:47.153
339,67,13,1:48.945
339,153,14,1:48.655
339,5,15,1:52.875
339,10,16,1:52.398
339,18,17,1:52.211
339,15,18,1:52.884
339,4,19,1:53.044
339,1,20,1:53.050
339,13,21,1:53.283
339,812,22,1:56.299
339,811,23,1:57.269
339,810,24,1:59.977
340,20,1,1:36.317
340,17,2,1:35.978
340,4,3,1:35.987
340,3,4,1:35.952
340,18,5,1:36.122
340,1,6,1:35.641
340,13,7,1:36.076
340,9,8,1:36.348
340,30,9,1:36.484
340,16,10,1:36.671
340,22,11,1:36.664
340,153,12,1:36.618
340,67,13,1:36.793
340,808,14,1:37.031
340,155,15,1:37.044
340,807,16,1:37.049
340,37,17,1:37.050
340,24,18,1:37.161
340,10,19,1:39.278
340,15,20,1:39.399
340,5,21,1:39.520
340,810,22,1:39.783
340,811,23,1:40.469
340,812,24,1:40.578
341,17,1,1:21.412
341,20,2,1:21.680
341,1,3,1:21.723
341,4,4,1:21.957
341,18,5,1:21.915
341,30,6,1:22.528
341,9,7,1:22.488
341,3,8,1:22.419
341,13,9,1:22.564
341,155,10,1:22.577
341,16,11,1:22.628
341,37,12,1:22.211
341,807,13,1:22.857
341,808,14,1:22.976
341,67,15,1:22.699
341,153,16,1:22.593
341,24,17,1:23.084
341,22,18,1:23.125
341,15,19,1:24.674
341,5,20,1:24.748
341,10,21,1:25.475
341,810,22,1:25.556
341,812,23,1:26.750
341,811,24,1:27.122
342,17,1,1:15.035
342,9,2,1:15.045
342,20,3,1:15.110
342,13,4,1:14.757
342,1,5,1:15.676
342,3,6,1:15.188
342,30,7,1:15.649
342,18,8,1:15.623
342,22,9,1:15.590
342,24,10,1:15.397
342,807,11,1:16.030
342,16,12,1:15.445
342,67,13,1:15.961
342,808,14,1:15.482
342,37,15,1:15.908
342,155,16,1:16.175
342,153,17,1:16.021
342,5,18,1:17.094
342,15,19,1:17.134
342,10,20,1:17.377
342,810,21,1:17.864
342,811,22,1:18.509
342,812,23,1:19.559
342,4,24,\N
343,17,1,1:27.500
343,1,2,1:27.667
343,20,3,1:27.067
343,18,4,1:27.555
343,30,5,1:27.756
343,3,6,1:27.649
343,9,7,1:27.766
343,13,8,1:27.993
343,808,9,1:27.620
343,155,10,1:28.158
343,16,11,1:27.951
343,4,12,1:27.857
343,37,13,1:28.147
343,67,14,1:28.534
343,22,15,1:28.336
343,153,16,1:28.460
343,807,17,1:28.227
343,24,18,1:28.958
343,15,19,1:30.237
343,5,20,1:30.519
343,10,21,1:30.744
343,811,22,1:31.266
343,810,23,1:31.989
343,812,24,1:32.060
344,1,1,1:15.889
344,17,2,1:16.423
344,20,3,1:16.129
344,4,4,1:16.171
344,18,5,1:16.371
344,24,6,1:17.086
344,13,7,1:16.673
344,9,8,1:16.370
344,16,9,1:16.495
344,3,10,1:16.350
344,22,11,1:16.880
344,807,12,1:16.770
344,30,13,1:16.598
344,808,14,1:16.569
